date,branch,revenue,orders,profit,customer_rating,complaints,marketing_spend,online_orders,dinein_orders
2023-09-03,Anna Nagar,60832.54,140,13959.57,4.1,1,2840.15,79,61
2023-10-29,Velachery,56308.59,153,12969.68,3.8,2,4088.4,55,98
2023-07-25,Anna Nagar,44023.41,116,10485.78,3.8,1,1882.77,44,72
2023-05-02,OMR,40117.62,111,10964.52,4.3,3,3487.37,51,60
2022-12-10,Anna Nagar,57378.65,150,10693.57,4.4,1,2803.31,52,98
2022-05-27,Velachery,,244,22795.53,3.9,3,6853.02,110,134
2023-02-17,Adyar,47959.37,126,11668.53,4.6,3,4107.22,63,63
2023-11-10,Anna Nagar,15887.51,43,3125.55,4.7,2,779.44,22,21
2023-11-09,T Nagar,55366.25,140,15093.08,3.4,3,3607.71,61,79
2022-11-06,OMR,47962.01,116,11042.42,4.8,3,2721.28,60,56
2022-04-05,OMR,42243.27,109,10835.45,4.0,1,3015.2,38,71
2022-04-24,Adyar,67608.38,191,16746.0,4.0,2,5155.57,107,84
2022-09-16,Velachery,41120.31,107,11373.41,5.0,1,2139.54,61,46
2023-05-19,T Nagar,47424.3,118,10325.82,4.7,2,3549.09,67,51
2023-07-23,Adyar,63047.0,160,13124.91,3.9,1,3927.86,56,104
2022-11-03,OMR,42189.6,97,8056.47,4.4,2,3266.56,42,55
2023-03-19,Adyar,60749.02,147,15429.24,4.6,0,3506.52,68,79
2023-09-04,Adyar,53411.14,150,10541.76,3.4,2,2259.82,70,80
2023-07-31,Anna Nagar,47364.27,129,12579.11,4.2,2,3507.13,51,78
2022-04-06,Adyar,56391.07,138,11201.07,4.2,1,4975.2,51,87
2022-09-27,Adyar,46585.21,131,12614.95,4.0,0,3891.82,52,79
2022-02-07,Velachery,35479.78,90,8171.15,3.5,1,2657.73,42,48
2022-05-16,Adyar,48876.32,109,13004.12,4.7,3,2977.81,44,65
2023-06-13,Anna Nagar,40338.88,110,9223.25,3.4,3,3103.15,62,48
2022-06-26,Anna Nagar,52641.73,119,11744.29,4.3,3,2944.95,58,61
2023-06-27,Velachery,33885.44,83,6507.92,4.9,5,2125.82,38,45
2023-02-27,Anna Nagar,44428.78,101,8870.95,4.6,2,3881.52,40,61
2023-11-12,Anna Nagar,63310.9,172,15832.9,,1,5466.28,76,96
2023-02-10,T Nagar,46976.22,107,9290.28,4.4,0,3128.81,46,61
2023-10-15,OMR,54973.57,141,13931.29,4.3,2,2630.72,59,82
2023-09-25,T Nagar,53399.75,128,11012.89,3.8,0,2678.81,61,67
2022-02-27,T Nagar,60449.42,135,13564.52,3.6,3,4700.23,72,63
2022-06-08,Velachery,33077.75,89,6277.32,4.2,1,2357.44,40,49
2022-11-18,OMR,38940.11,95,8494.14,4.5,0,2193.75,54,41
2023-10-21,Velachery,45987.32,115,10505.97,3.9,3,3488.23,50,65
2022-10-16,Anna Nagar,60599.64,171,15640.55,4.0,2,3630.61,78,93
2022-10-23,T Nagar,65244.56,180,15167.35,4.2,2,5083.88,78,102
2023-03-14,OMR,41089.09,104,7469.25,3.8,0,2105.75,46,58
2022-06-05,Adyar,59603.53,154,13774.4,4.4,3,5170.45,81,73
2023-12-20,OMR,52709.92,137,14292.82,4.3,1,2313.96,75,62
2023-10-04,OMR,54095.32,143,11841.44,3.8,2,3011.46,60,83
2022-06-27,Anna Nagar,38205.89,92,9310.4,3.9,1,2178.89,33,59
2023-01-20,T Nagar,62238.24,174,14918.28,4.5,2,4260.35,62,112
2023-03-11,T Nagar,64361.47,156,17186.82,4.3,3,4814.73,64,92
2022-03-21,Velachery,41518.77,112,11285.0,4.0,1,2170.43,46,66
2023-03-23,OMR,45532.61,104,11131.81,3.9,4,3565.4,57,47
2023-01-06,Anna Nagar,53247.79,144,12542.5,4.5,1,3684.53,57,87
2023-02-07,Adyar,44246.37,100,11266.21,4.7,4,2523.02,42,58
2023-12-31,Anna Nagar,68554.61,191,16182.59,4.2,5,3880.44,74,117
2023-08-22,Anna Nagar,50399.0,134,13140.76,3.9,4,3938.66,59,75
2022-02-12,Adyar,55050.19,143,14707.62,3.7,1,3592.64,58,85
2023-06-25,OMR,43100.52,119,9415.26,3.9,1,,56,63
2022-07-04,Adyar,44545.35,110,9333.78,4.7,2,3387.43,55,55
2023-03-20,T Nagar,55912.46,158,12548.5,3.4,2,2532.57,79,79
2023-01-16,T Nagar,61754.19,156,11219.89,3.8,1,2938.3,58,98
2022-08-13,Velachery,51526.0,124,10752.73,5.0,1,2328.38,48,76
2022-12-10,T Nagar,76222.71,206,16370.85,4.7,2,5639.73,85,121
2022-05-22,Anna Nagar,15531.2,34,3367.07,4.2,3,875.13,13,21
2022-07-13,Adyar,49787.29,123,12968.12,4.1,2,3746.0,50,73
2023-10-28,Anna Nagar,63402.99,161,15407.15,4.4,3,3615.8,68,93
2022-01-02,Velachery,57441.47,147,14133.04,4.1,1,4987.56,58,89
2023-05-19,Velachery,38955.77,96,9214.26,4.4,1,1711.77,45,51
2023-10-17,Anna Nagar,50975.68,137,9504.37,4.9,4,3502.78,69,68
2023-04-17,Anna Nagar,42633.46,101,9968.11,4.1,1,2789.73,41,60
2023-12-01,T Nagar,54831.15,125,14819.98,4.6,2,4637.55,69,56
2022-12-01,T Nagar,65767.26,175,17338.82,3.9,4,4139.36,73,102
2022-01-30,T Nagar,72740.7,190,16376.38,3.9,1,4306.96,87,103
2023-12-25,Adyar,57312.1,140,13146.13,3.6,1,2498.98,52,88
2023-06-12,Velachery,34099.9,90,8546.76,3.7,1,2821.44,32,58
2023-06-20,Adyar,50611.66,119,11980.64,4.2,2,3097.8,70,49
2022-02-09,Velachery,36921.38,100,7183.81,4.2,1,1484.46,58,42
2023-04-27,T Nagar,52258.18,133,13498.64,3.8,5,4275.75,61,72
2023-05-22,T Nagar,40260.85,105,10418.59,3.8,1,2978.99,51,54
2022-07-15,Anna Nagar,53068.08,147,12198.07,3.9,1,,83,64
2023-06-17,Anna Nagar,47569.16,116,10369.72,4.4,3,3096.6,58,58
2023-11-16,T Nagar,57423.95,141,14538.13,4.9,2,4683.88,72,69
2022-03-01,Adyar,53793.55,138,11474.37,3.8,0,4747.13,74,64
2022-06-02,Velachery,30125.68,82,8068.21,4.6,3,2644.2,28,54
2022-08-11,OMR,42740.27,95,11590.94,3.8,4,3172.74,50,45
2022-11-14,T Nagar,53597.94,137,13409.43,3.8,0,2247.91,80,57
2022-08-16,Anna Nagar,,108,9869.35,3.7,3,3096.37,49,59
2022-07-11,T Nagar,52243.81,132,11849.34,3.6,1,4666.3,60,72
2023-07-10,Anna Nagar,46838.34,127,9481.81,4.0,2,3030.09,74,53
2022-09-29,Adyar,52788.96,124,11111.45,3.5,2,3400.43,63,61
2023-08-12,Adyar,57313.62,148,12807.21,3.9,2,2925.77,67,81
2023-11-27,Velachery,37518.79,88,7175.73,3.7,4,2984.86,31,57
2022-06-20,OMR,35975.79,101,9837.1,4.1,0,1819.87,47,54
2023-08-09,OMR,36061.01,90,8674.56,4.3,3,2686.02,52,38
2022-06-19,Adyar,54574.46,133,14490.03,3.6,7,4195.79,59,74
2023-09-24,Anna Nagar,47358.11,132,11336.14,3.5,2,3722.42,73,59
2022-09-01,Velachery,37177.87,99,9099.42,3.9,2,3202.93,34,65
2023-07-03,Velachery,39616.36,99,9604.93,4.1,0,1858.04,35,64
2022-06-12,Anna Nagar,48195.55,123,12542.19,3.6,1,3082.27,43,80
2022-08-08,Anna Nagar,47654.54,117,10064.56,4.6,2,3055.85,55,62
2022-06-07,Adyar,45729.22,130,12303.72,4.3,2,3478.76,51,79
2022-02-02,OMR,38508.03,107,7603.15,4.1,0,2343.88,55,52
2023-09-15,T Nagar,56879.24,132,15678.2,4.1,3,3032.99,55,77
2023-02-09,T Nagar,48473.64,128,9854.69,3.9,1,2905.89,69,59
2022-04-16,Velachery,46300.31,104,9171.51,3.2,2,2280.63,40,64
2023-07-02,Anna Nagar,56440.48,133,14745.71,3.6,2,2620.47,47,86
2022-08-08,T Nagar,43546.29,109,9690.51,4.7,1,2668.3,61,48
2022-04-23,OMR,46441.14,108,12643.86,4.5,4,3927.35,50,58
2022-03-13,OMR,50709.94,132,13354.68,3.6,3,3308.69,49,83
2023-07-23,Anna Nagar,61332.14,153,12709.77,4.9,3,2972.76,77,76
2022-01-21,Adyar,56472.41,159,11805.47,4.0,1,4663.08,59,100
2023-06-10,Adyar,59163.12,139,11679.65,,3,2680.02,56,83
2023-02-07,Velachery,37542.21,97,8899.33,3.8,1,3151.43,40,57
2022-12-17,T Nagar,74659.39,211,17294.94,4.3,2,4794.08,97,114
2022-07-17,Adyar,65925.83,184,12799.16,3.7,3,5094.91,79,105
2022-07-31,OMR,53950.02,138,14549.85,3.6,2,3750.42,51,87
2023-07-22,OMR,50154.19,135,11636.11,4.2,0,3286.43,74,61
2023-09-04,Anna Nagar,43072.5,101,11243.49,3.8,4,3439.01,38,63
2022-12-20,Adyar,51907.37,126,10558.8,3.7,2,3436.69,65,61
2022-10-12,OMR,45695.79,108,9210.48,3.7,1,4080.87,58,50
2023-03-29,OMR,41106.82,111,7535.23,3.7,0,3614.04,39,72
2023-11-07,OMR,45447.73,122,10920.15,3.7,0,3548.34,70,52
2022-01-13,T Nagar,53367.5,133,14812.52,4.2,2,3779.14,77,56
2023-09-30,Anna Nagar,58809.13,148,14152.49,3.9,1,4129.16,82,66
2022-02-08,OMR,43441.35,112,9770.73,4.0,5,2264.77,41,71
2022-09-25,T Nagar,64561.09,153,12468.6,4.3,1,5618.69,87,66
2023-08-05,Anna Nagar,,111,10456.32,3.9,3,3488.44,60,51
2023-02-26,OMR,48171.42,121,12563.42,3.9,2,3792.55,70,51
2023-06-22,Adyar,42120.34,103,10745.01,4.0,0,3740.22,51,52
2022-09-13,T Nagar,53173.11,142,13856.82,4.7,3,2603.66,78,64
2022-03-15,Anna Nagar,43732.18,103,10038.68,4.2,3,3254.55,47,56
2022-02-18,Anna Nagar,51073.71,127,9637.2,4.5,2,3414.55,63,64
2022-04-12,T Nagar,56081.58,132,15125.42,3.9,1,4771.82,57,75
2023-05-17,Velachery,39666.51,105,7536.07,4.0,3,3302.52,44,61
2022-04-28,OMR,43380.68,120,11277.29,4.0,1,2290.78,58,62
2022-10-30,T Nagar,,172,14267.68,3.7,0,4821.81,68,104
2022-12-26,OMR,35716.17,86,7655.33,4.2,5,2314.95,41,45
2022-11-26,Adyar,82856.98,230,18408.14,4.0,2,7137.75,130,100
2022-01-27,T Nagar,62141.79,150,14124.71,4.0,2,4573.99,75,75
2023-01-29,T Nagar,71042.83,175,16152.52,4.1,2,6232.65,68,107
2023-04-28,Adyar,45027.17,115,12526.2,3.9,5,3826.65,45,70
2023-07-06,Velachery,35095.22,85,7595.37,4.0,2,1704.88,42,43
2022-07-02,T Nagar,61906.8,164,15369.87,4.7,4,5388.11,84,80
2023-01-18,Velachery,44089.64,108,9201.76,5.0,3,3225.05,51,57
2023-09-06,Velachery,43937.64,103,9567.12,4.5,2,3334.37,39,64
2023-10-24,Velachery,41506.9,109,8851.91,4.5,1,2816.1,39,70
2022-05-21,Velachery,43155.58,97,10821.49,3.1,5,1824.31,54,43
2022-12-20,Adyar,51907.37,126,10558.8,3.7,2,3436.69,65,61
2023-09-22,Adyar,41540.41,97,10223.88,3.8,3,3673.6,38,59
2022-02-01,Velachery,,101,9247.62,4.4,2,2260.63,39,62
2023-02-09,Adyar,46366.17,122,11082.16,3.8,2,3907.79,62,60
2023-07-27,Anna Nagar,,140,12710.25,4.2,3,2397.67,77,63
2023-09-19,Velachery,38340.43,88,8137.97,4.2,3,2677.69,36,52
2022-01-21,OMR,53147.72,122,11097.87,4.1,0,2771.94,50,72
2022-07-20,Velachery,33420.6,78,6786.39,4.6,3,2317.53,31,47
2023-12-01,Adyar,56572.76,137,12220.69,3.9,2,4292.99,48,89
2022-10-21,T Nagar,65138.13,178,14695.6,4.4,1,2731.2,63,115
2022-02-25,Adyar,45327.87,110,11067.71,4.8,2,3663.41,46,64
2022-02-20,Adyar,62726.17,145,16566.96,3.8,3,3827.66,82,63
2022-05-31,Adyar,46283.07,107,12752.86,3.9,3,2441.99,60,47
2022-12-21,T Nagar,51113.09,122,11185.07,4.6,5,2696.51,54,68
2023-01-19,Adyar,58972.17,138,16199.85,4.4,1,4132.02,53,85
2023-03-26,Adyar,56356.06,133,14282.65,4.5,0,4969.54,54,79
2023-08-22,Adyar,48192.45,123,10188.82,4.1,2,2801.06,71,52
2023-02-25,Velachery,120657.54,290,25043.47,3.4,4,9654.66,150,140
2023-03-02,OMR,37162.55,86,9428.54,4.2,2,,36,50
2022-10-12,Velachery,43543.78,104,11146.28,3.9,2,2000.85,48,56
2023-04-18,OMR,42498.93,108,8487.54,4.4,1,1720.25,47,61
2022-09-17,Anna Nagar,49934.34,113,9970.16,4.3,2,3838.52,47,66
2023-04-02,OMR,62103.44,150,12437.18,3.9,1,3674.64,67,83
2023-03-21,Velachery,36961.25,84,8109.72,4.4,2,,32,52
2023-02-01,OMR,42557.09,108,10187.97,4.0,1,2058.96,40,68
2022-03-24,T Nagar,47914.8,135,12793.52,3.8,4,3541.85,69,66
2023-04-01,Adyar,66946.28,178,14208.61,4.4,8,3819.77,94,84
2023-12-08,Velachery,42189.25,111,8558.59,4.1,6,3047.59,42,69
2022-05-29,Velachery,43351.78,100,8766.55,3.9,3,2156.81,54,46
2022-07-17,T Nagar,62985.73,158,16220.7,5.0,2,5044.08,80,78
2022-07-06,OMR,41901.85,96,11118.63,4.2,7,2514.02,57,39
2023-01-20,Adyar,43656.33,112,12121.51,4.1,4,3209.18,57,55
2023-02-25,OMR,48556.73,129,8800.6,3.8,2,3079.96,62,67
2023-02-23,OMR,37907.48,102,7302.14,3.6,3,3115.62,55,47
2022-08-12,Adyar,47538.19,121,9274.05,4.9,2,2998.11,71,50
2023-12-08,T Nagar,61196.86,147,15934.28,3.6,2,3772.15,72,75
2023-08-14,T Nagar,52206.52,144,10498.48,4.0,2,3054.68,79,65
2022-04-15,Velachery,35476.3,83,9221.44,4.9,1,2705.81,33,50
2023-05-21,T Nagar,55176.38,138,10780.51,3.6,1,2876.89,81,57
2023-04-15,Velachery,44926.5,119,8554.04,4.4,2,2521.32,57,62
2023-03-06,T Nagar,49559.29,134,10700.71,4.1,2,2932.3,62,72
2023-12-04,Adyar,54421.25,121,14300.07,3.8,2,2809.51,55,66
2022-03-02,Adyar,48129.68,116,9991.0,3.9,0,2997.7,46,70
2023-12-31,Velachery,55027.1,134,10328.61,3.5,5,4274.77,77,57
2022-11-11,T Nagar,64123.28,153,15811.4,,3,4809.76,79,74
2022-05-13,Velachery,33363.34,79,9059.24,,2,1480.93,44,35
2022-05-18,T Nagar,48173.37,113,9709.87,3.7,5,2888.71,53,60
2022-07-16,T Nagar,62364.91,141,11674.02,3.8,2,4473.28,73,68
2022-10-16,Adyar,67731.36,180,13847.92,4.3,3,5196.87,103,77
2022-10-20,T Nagar,63133.21,156,12809.74,5.0,1,3160.06,89,67
2023-08-25,Adyar,55232.48,131,10019.61,3.8,0,2558.11,59,72
2022-04-13,OMR,40053.16,91,7587.37,3.9,3,2683.85,38,53
2022-04-19,Anna Nagar,43795.77,121,10732.21,4.2,3,3427.44,70,51
2022-07-23,OMR,46047.95,108,10592.06,4.1,1,3330.32,42,66
2023-11-04,OMR,63880.34,168,16146.45,3.8,1,3216.91,84,84
2023-05-18,OMR,36728.45,86,9180.9,,3,1643.47,50,36
2023-02-07,OMR,37331.92,88,8864.8,4.4,1,1811.05,35,53
2022-11-15,Anna Nagar,55317.17,145,10750.72,4.2,1,2631.56,66,79
2022-03-28,T Nagar,47141.68,129,11571.5,4.0,3,3776.73,77,52
2023-05-16,Velachery,36553.72,91,9140.2,4.3,3,1519.08,52,39
2022-03-01,Anna Nagar,47355.72,115,10919.7,4.1,6,3342.02,40,75
2022-12-18,Adyar,72931.96,186,14130.09,4.2,0,5215.67,105,81
2023-03-22,Velachery,39966.49,93,8406.79,5.0,2,2151.92,43,50
2023-09-04,Velachery,45798.51,103,8760.62,4.7,0,3134.38,59,44
2023-08-06,Velachery,51489.03,124,11229.53,4.7,2,2925.75,52,72
2023-09-13,T Nagar,50015.77,116,10198.39,3.9,1,2643.26,49,67
2023-10-27,OMR,53863.03,136,10675.11,3.6,0,2306.39,59,77
2022-08-01,OMR,40817.01,110,8620.62,4.1,0,2499.68,39,71
2022-02-05,T Nagar,57812.54,131,12918.83,4.2,3,3723.39,76,55
2022-12-15,T Nagar,60417.94,163,14905.63,3.9,1,4152.34,69,94
2023-01-20,Velachery,50900.16,143,12147.16,4.2,2,4294.18,68,75
2022-10-25,T Nagar,52751.88,123,10778.81,4.4,2,4612.62,54,69
2022-06-30,OMR,38125.48,99,8677.95,4.3,2,3113.12,42,57
2022-10-01,T Nagar,78788.31,188,18982.56,4.2,2,3341.96,106,82
2022-11-07,Velachery,36921.96,89,9177.06,3.6,4,2340.06,32,57
2022-08-27,OMR,49657.39,132,11087.16,4.7,3,3057.28,47,85
2023-12-29,Anna Nagar,,148,15666.15,4.2,0,2797.29,88,60
2022-11-04,T Nagar,69191.56,182,13712.57,,3,4309.77,74,108
2022-10-07,Velachery,39607.88,97,11008.08,4.5,2,2481.7,56,41
2022-08-09,Anna Nagar,48871.42,120,11245.74,4.2,2,3680.49,58,62
2022-11-20,Velachery,53733.85,129,12733.57,4.0,0,4050.34,58,71
2023-08-06,Anna Nagar,48923.25,136,11313.91,3.4,4,3337.04,64,72
2023-01-10,T Nagar,52996.87,124,10912.58,4.2,2,3031.69,74,50
2022-12-26,T Nagar,60783.35,155,15072.09,3.5,6,5403.74,86,69
2022-01-06,Velachery,43257.67,102,8232.59,4.8,3,2079.7,48,54
2022-07-30,T Nagar,59051.48,136,14093.16,3.7,1,4172.1,75,61
2022-02-26,Anna Nagar,51057.85,123,11914.15,3.9,1,4324.33,67,56
2022-07-07,Anna Nagar,46516.97,111,11936.79,3.9,0,3828.16,55,56
2023-11-23,OMR,48456.35,116,13083.25,4.7,2,3485.22,63,53
2023-06-20,OMR,39123.51,93,9125.18,4.1,0,2568.8,55,38
2023-08-23,Adyar,44636.69,125,9642.58,4.1,5,2355.49,55,70
2022-10-14,Adyar,56449.07,158,13004.22,3.5,2,2771.17,61,97
2022-05-09,Adyar,40333.26,106,10159.56,,0,2443.73,52,54
2023-02-22,Velachery,38558.65,87,8837.09,4.2,0,2480.38,44,43
2023-06-27,T Nagar,40458.81,101,9734.75,4.2,3,1638.12,55,46
2023-04-14,Anna Nagar,40916.59,91,8673.17,4.0,1,3412.64,51,40
2022-04-03,Adyar,62668.85,172,11539.1,4.1,0,4638.54,62,110
2023-11-25,T Nagar,82695.68,193,19686.11,3.9,1,3416.79,107,86
2022-04-11,Adyar,45676.71,108,11434.46,4.2,1,2511.81,45,63
2022-08-15,Anna Nagar,47884.19,131,11469.99,4.9,0,2327.44,76,55
2023-06-20,Anna Nagar,12315.7,28,2567.44,4.3,1,1039.2,12,16
2022-06-25,T Nagar,58280.13,132,13352.37,4.2,3,4077.21,49,83
2023-12-19,Velachery,47547.91,108,8745.48,3.6,1,3445.81,50,58
2022-09-15,Adyar,50396.55,136,9950.58,4.6,2,2098.57,81,55
2023-06-25,T Nagar,53843.1,130,11601.71,4.0,3,2236.45,62,68
2023-07-24,Adyar,49847.51,134,11736.66,4.1,2,3860.51,47,87
2023-07-24,OMR,41656.22,116,10296.73,4.6,4,2085.95,61,55
2023-11-29,Anna Nagar,45461.3,128,12722.79,4.7,0,3236.0,62,66
2022-12-05,OMR,50778.51,113,13397.07,3.2,4,2318.02,66,47
2022-07-30,Anna Nagar,54528.6,132,15226.8,3.8,5,3234.43,65,67
2022-01-18,OMR,42016.92,109,10686.67,4.7,3,2483.1,50,59
2022-03-11,Anna Nagar,42757.72,95,9944.12,3.9,0,2077.34,39,56
2022-01-05,T Nagar,58479.85,148,12151.14,4.0,2,4882.79,74,74
2022-10-28,Velachery,45463.72,125,10104.6,3.9,3,2025.34,51,74
2023-05-09,Velachery,35697.35,86,9718.24,4.3,2,2314.01,45,41
2023-02-22,OMR,40413.04,96,8110.03,4.4,2,3377.8,43,53
2022-10-25,OMR,45554.17,122,9270.85,4.1,0,2188.52,65,57
2023-01-12,Anna Nagar,46849.17,123,10576.55,4.6,3,2987.54,67,56
2023-03-13,Anna Nagar,45250.34,124,9461.84,4.9,0,3776.05,71,53
2022-10-03,Adyar,65063.06,177,13390.83,3.4,4,4945.53,103,74
2022-06-16,Adyar,46268.17,119,12947.9,4.5,1,2497.61,59,60
2022-09-25,Velachery,51265.79,137,12627.42,4.2,1,4094.38,58,79
2022-02-16,OMR,45547.32,108,10747.88,,0,3994.14,51,57
2022-07-28,Anna Nagar,47024.34,108,12153.07,4.3,1,2767.35,52,56
2023-12-31,T Nagar,80804.17,196,16064.99,4.4,2,4116.96,71,125
2023-07-20,Anna Nagar,40721.4,98,7818.05,3.9,1,2613.34,51,47
2022-11-10,Anna Nagar,58331.93,140,13219.08,4.3,3,2887.24,73,67
2023-08-25,Anna Nagar,42704.28,99,9249.4,4.2,2,2224.04,51,48
2022-08-22,Anna Nagar,48796.8,120,9487.99,4.3,3,3864.68,54,66
2023-06-18,OMR,46967.28,132,11259.37,4.4,7,2702.39,63,69
2022-04-16,Adyar,58865.36,158,13964.47,3.9,1,3243.96,88,70
2022-02-22,OMR,,98,9105.93,3.2,1,3222.59,35,63
2022-04-22,Anna Nagar,36300.77,85,9131.43,3.9,2,2398.09,47,38
2023-09-23,Adyar,64452.99,154,15783.92,3.9,3,3751.11,56,98
2022-12-15,Adyar,55416.42,142,12218.94,3.9,1,4354.09,54,88
2022-09-23,Velachery,39404.42,90,9248.29,4.7,1,3391.92,52,38
2022-08-06,Adyar,57518.75,151,15063.36,3.9,1,3123.09,88,63
2023-01-23,OMR,48239.14,112,12464.42,3.5,2,3660.4,45,67
2023-04-18,Anna Nagar,47638.18,110,10564.76,3.6,3,2079.61,46,64
2022-11-20,Adyar,57079.16,129,11283.24,4.1,3,3435.29,50,79
2023-04-25,Adyar,39182.49,101,10906.44,4.1,2,2984.22,42,59
2023-01-30,Adyar,47097.5,132,9405.98,4.6,5,3035.89,51,81
2023-03-10,T Nagar,47800.7,112,10484.05,4.1,2,3636.47,48,64
2022-12-28,Anna Nagar,52322.22,122,13146.82,4.4,2,2598.22,57,65
2022-05-16,Anna Nagar,38813.26,107,8872.77,4.0,1,3338.52,51,56
2022-03-28,Adyar,46731.29,121,10069.29,4.1,1,,55,66
2022-05-18,OMR,39597.86,92,8048.29,4.1,2,2323.76,34,58
2022-01-23,Anna Nagar,60751.37,151,15613.06,4.5,0,3085.63,76,75
2022-04-28,Velachery,43269.66,107,9048.88,4.2,4,,60,47
2023-11-22,T Nagar,58755.32,131,12259.57,4.0,2,3028.72,73,58
2023-06-20,Velachery,26912.31,70,7446.96,3.9,4,1464.9,28,42
2023-11-27,Anna Nagar,47294.67,121,9366.03,4.1,1,3881.75,42,79
2023-02-25,Anna Nagar,57781.03,140,10678.39,4.4,3,3708.31,49,91
2023-08-31,Velachery,37529.62,91,10123.72,4.8,3,3248.79,48,43
2023-04-06,Anna Nagar,42547.03,116,10625.83,4.5,2,3069.36,63,53
2022-03-29,Anna Nagar,43392.84,103,8102.96,4.2,1,2998.82,44,59
2022-10-10,Anna Nagar,48860.8,135,8928.09,4.4,2,3233.57,54,81
2023-09-01,T Nagar,54816.33,127,14160.35,4.5,2,4062.39,58,69
2023-06-01,Adyar,48646.45,129,10726.95,4.4,1,2179.45,75,54
2023-09-29,T Nagar,52748.12,145,10501.0,4.3,0,2755.98,77,68
2023-07-26,OMR,46135.13,109,11463.66,4.1,2,3076.21,44,65
2023-07-17,Velachery,38177.72,103,8775.76,4.5,1,3279.86,50,53
2022-05-10,T Nagar,39653.66,89,10749.12,4.0,1,3005.11,50,39
2023-06-18,Anna Nagar,49906.16,124,9545.1,4.3,1,4326.83,49,75
2022-03-18,OMR,33520.24,95,6539.56,4.8,1,1412.6,43,52
2022-06-22,Velachery,32385.22,85,6036.05,3.7,1,2856.24,43,42
2023-04-22,T Nagar,70020.67,180,18709.9,3.8,0,4179.26,71,109
2023-12-09,OMR,47674.87,136,10433.11,4.2,3,2608.94,49,87
2022-01-05,OMR,47002.06,111,9880.18,4.1,2,3488.42,50,61
2023-02-06,Adyar,56285.53,129,14464.86,4.6,1,,74,55
2022-03-18,Velachery,36282.55,97,7473.03,4.4,4,2559.65,34,63
2023-12-05,OMR,45669.5,110,10590.29,3.8,2,2375.91,45,65
2023-08-30,T Nagar,51836.35,132,11946.33,4.8,4,3024.38,70,62
2022-05-24,Adyar,50185.1,119,13479.99,4.2,2,2507.65,46,73
2023-04-16,T Nagar,172099.75,398,43644.4,4.1,1,13513.55,162,236
2023-11-05,OMR,53949.27,135,11571.29,3.6,2,3046.53,77,58
2022-03-06,OMR,48151.11,116,9013.39,4.5,2,4203.1,53,63
2022-08-01,T Nagar,46165.71,122,10072.02,4.1,3,2711.84,50,72
2023-09-08,OMR,38322.36,102,8100.7,3.9,2,1719.42,58,44
2022-09-15,Velachery,37039.37,91,9901.31,3.9,2,2428.1,33,58
2023-09-28,OMR,40861.35,92,7850.67,4.1,1,2931.92,36,56
2022-12-29,Velachery,45778.02,107,10379.88,4.1,4,3174.58,59,48
2022-06-07,T Nagar,47219.76,131,10369.57,4.6,1,4210.21,72,59
2023-07-18,OMR,46218.44,128,10656.1,4.2,3,2447.29,64,64
2023-11-17,Anna Nagar,47607.17,111,11266.54,3.9,2,4183.04,47,64
2023-02-18,Anna Nagar,58204.21,144,11961.51,4.2,1,4562.85,77,67
2022-03-01,T Nagar,55398.87,125,11163.0,3.7,0,2782.67,49,76
2023-05-28,Velachery,48756.72,109,11623.48,3.9,5,,52,57
2023-03-16,Adyar,52813.34,127,13022.44,4.4,1,2829.54,56,71
2022-06-13,Velachery,35888.76,92,8823.59,3.9,2,2311.52,37,55
2023-10-02,Adyar,50598.67,140,9487.36,4.8,2,3523.46,66,74
2023-06-04,Velachery,45588.26,105,8503.45,4.1,4,2112.55,39,66
2023-03-08,Velachery,44115.63,100,12087.05,3.8,3,2125.32,56,44
2022-09-30,Anna Nagar,45897.04,124,10004.41,3.7,1,3675.08,55,69
2023-01-26,OMR,43288.11,112,11125.59,4.4,1,3769.88,63,49
2023-06-06,Anna Nagar,37318.19,91,8380.66,4.5,3,3052.85,37,54
2023-06-07,Anna Nagar,40828.25,115,8186.83,4.4,3,2627.47,65,50
2023-04-18,Adyar,,115,9236.14,4.8,3,2813.74,47,68
2022-12-17,Anna Nagar,65919.98,150,16630.19,4.4,1,3400.95,78,72
2023-10-11,T Nagar,68900.29,170,14716.8,3.9,1,5407.1,70,100
2022-05-08,Velachery,46556.89,105,12321.01,4.1,3,3511.03,58,47
2023-11-09,Adyar,58070.89,139,10626.92,4.5,0,2679.52,51,88
2023-08-09,T Nagar,51205.96,132,13530.06,3.4,3,3959.29,78,54
2023-10-14,Anna Nagar,60968.3,144,14548.15,4.5,1,3527.75,71,73
2023-04-19,OMR,41835.66,116,10395.84,4.3,3,2448.11,61,55
2022-12-08,OMR,,92,10577.08,4.4,0,1940.33,42,50
2023-05-03,OMR,38901.19,104,8375.3,3.4,3,2080.35,57,47
2023-05-14,T Nagar,56043.69,129,13559.33,4.1,3,4339.81,62,67
2023-02-21,Adyar,47730.16,132,12148.68,3.4,2,2845.79,46,86
2023-12-24,T Nagar,,178,13118.81,4.1,1,4322.78,62,116
2022-07-07,Velachery,32683.16,91,8883.16,4.5,2,1587.77,35,56
2022-06-18,Anna Nagar,46887.59,104,9700.85,3.7,0,2829.6,59,45
2023-05-08,OMR,42010.84,98,11670.05,4.7,2,2674.05,38,60
